newscontents,label
Rapala Fishing Frenzy 2009 .,0
Residents access to the block is planned to be from Aleksandri Street .,0
Russian Media Ventures  minority shareholder Peter Hervy denied the plans to sell OVA Press  the daily said .,0
Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian registered M T Sten Nordic was carrying 11000 tons of gas oil and was manned by a Filipino crew .,0
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,0
Scanfil will execute the temporary lay offs by mid October 2009 and the job cuts by March 2010 .,-1
shock phase   consumers have once again started to plan and implement building projects .,0
Short term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,0
So Mr. Galvan made savings adjustments of his own  buying less liquor and watching portion sizes .,0
Some 250 people  of whom more than 200 are workers  will be retiring from the Raahe Works between 2008 and 2011 .,0
SWOT analysis is just one method of categorization and has its own weaknesses .,0
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,0
The appointments will be in force until the new CEO has been appointed .,0
The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4  2007 .,0
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,0
The business had gross written premiums of EUR152 .4 m  91.5 m  in 2000  a net combined ratio of 133 % and 175 staff in total with offices in the UK  Germany and Benelux .,0
The chilled meat products category led the meat  fish and poultry market in Finland  accounting for a share of 31.4 % .,0
The company can be split into two parts over the coming months  with Essent owning and operating production and supply  and Enexis owning and operating the grid .,0
The company has a continuous need for alloys such as nickel  ferro chrome  molybdenum and manganese in its production  said Talvivaara .,0
The company is reportedly searching for a replacement for CEO Olli Pekka Kallasvuo .,0
The company plans to close two of the three lines at the plant  where some 450 jobs are under threat .,-1
The contract also includes cutting and edging wagon parts at Ruukki steel service centres in Seinajoki and Raahe  both in southwestern Finland  from where they will be delivered to VR for welding and assembly .,0
The copying  republication or redistribution of AFX News Content  inculding by framing or similar means  is expressly prohibited without the prior written consent of AFX News .,0
The cosmetics collection includes an eye shadow  face powder  lip gloss  mascara and accessories .,0
The E7 smartphone will be available for Rs35 000 per handset across India   Nokia India vice president & managing director D Shivakumar told reporters .,0
The employer employee talks concerned about 500 people  that is  the whole staff in Finland .,0
The exercise originated in Finland in the early 1930s as a training method for cross country skiers .,0
The first phase of the logistics complex envisages the completion of some 70000 sq m of logistics premises and the gatehouse building in November 2008 .,0
The gross area of eight houses will be 12167 m2 .,0
The gross area of the Innova 2 project will be about 10000 sq m  107600 sq ft  .,0
The incident happened at 230 p.m. on Avenue 192 at Road 196 .,0
The interim report for the first quarter is published on May 8  2009 .,0
The largest restructuring is planned for Italy  where negotiations on about 40 job cuts are to be initiated today  the company noted .,-1
The layoff talks were first announced in August .,0
The machines will cease production by the end of February 2007 .,0
The measures result from weak demand in the shipbuilding industry .,-1
The mill raw material need will increase by 100000 m3 of wood .,0
The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden  the company said .,0
The negotiations will concern the plant department producing winded roving that employs 10 people .,0
The new apartment block is going up very close to the city center  explained Chairman of the Board of AS YIT Ehitus Priit Sauk .,0
The plant will be fired with a combination of spruce bark  chipped logging residues or milled peat .,0
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1
The project will be a 2 x 600 MW coal fired power plant  located some 420 km south of Hanoi  the company said .,0
The prosecutor is also demanding Outokumpu pay a fine of EUR 800000 at most .,-1
The pulp production in Finnish Kemij+rvi will also be liquidated and about 1100 employees loose their jobs .,-1
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40000 tonnes a day .,0
The resignation will be in effect immediately .,0
The scheme for TeliaSonera and Altimo is practically identical  except that it involves the merger of their stakes in VimpelCom and Kyivstar .,0
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,0
The share subscription period will expire on 30 September 2007 .,0
The subscription period of Amer Sports  2002 warrant scheme will end on 31 December 2007 .,0
The terms and conditions of Stock Option Scheme 2004 are available on the Group website .,0
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,0
The utility will also provide services related to electricity management  such as hedging trades and risk management and reporting .,0
They are also upset that some of the machinery and work is taken over to Poland .,-1
They will cover all Forest Industry units and employees in Finland and concern temporary and permanent lay offs .,-1
This is bad news for the barbeque season .,-1
This is due to the postponement of the decision making of projects in the negotiation phase from the earlier estimation .,0
Tornio Works employs 2300 of whom more than 1800 have been in the scope of the fixed period or part time temporary layoffs in April October period .,-1
We are adjusting to the present situation by cutting our capacity and costs without  however  jeopardising our Asia strategy over the longer term .,0
When cruising  the revs fall as less engine output is required .,0
When the web user clicks on the link contained in the mail  he finds himself on a bogus site that imitates that of his bank  and which retrieves his personal banking data .,-1
Viking Line has canceled some services .,-1
Z. Bavelloni long standing MD  Dino Bavelloni  has retired at the end of 2005 .,0
 I m trying to deal with slavery from a different perspective to balance the story   says DeRamus  formerly a writer at the Detroit Free Press and the Detroit News .,0
 Neste Oil has responded to the challenge posed by the European Union target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables   the federation said .,1
 Soon after  the collisions started . ,0
 The biggest challenge was to make the piece look raw   Hansen said .,0
 The rest of this week tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,0
 There the issue of thieves stealing them from building sites   said Mr Smith .,-1
 We have a license agreement with Nokia Corp. which in part expires on April 9  2007 .,0
30 November 2009   Finnish office furniture maker Martela Oyj HEL  MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company office staff and factory workers .,-1
4 January 2011   Finnish media company Alma Media Corporation HEL  ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,0
A 2001 agreement expired earlier this month .,0
A few months ago  Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE  MARA sold Protalix shares .,0
After Chuck Smith was laid off on May 30 from his $ 90000 housing consultant job  he and his wife had to cut spending in half for their family of six  having to rely on his wife income    about the same as his    alone .,-1
After the split  the company would have 26885540 Series A shares and 9540000 Series K shares .,0
After the transaction  Herttaassa holding in Alma Media has fallen below the flagging limit of 5 % .,0
And Ogden reportedly will shell out $ 4.2 million .,0
At 337 p.m. Eastern time  a block of 2400 contracts changed hands at a bid price of $ 0.45 .,0
Belarus OAO Lidskoe Pivo brewery  based in the Grodno Region  reported a 1.1 % decrease in output to 1.045 million decaliters in January March 2010  a representative in the administration of the company told .,-1
Boomeranger Boats Oy specialises in boat building and designs  manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .,0
Cramo manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads  bridges  airports and shops are being built .,0
Currently the quarterly applied surcharges differ significantly from the actual market prices .,0
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,0
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,0
Fortum also has a blocking stake in Northwestern TGK 1 .,0
He found him again  however  after the driver was involved in a two car accident .,0
HELSINKI AFX   Salcomp  the mobile phone charger manufacturer  said it has appointed Markku Hangasjarvi as its new CEO  following the resignation of Mats Eriksson .,0
HK Ruokatalo produces many turkey products  such as cold cuts .,0
However  the brokers  ratings on the stock differ .,0
However  the suspect stole his burgundy Nissan Altima .,-1
In a media advisory  the NTSB said that after subsequent testing   the train detection system intermittently failed . ,-1
In Finland  snow storms brought trees down on power lines  cutting off electricity for some 2000 households .,-1
In the spring 2006  a total of 386530 Stock Options 2002 B were annulled .,0
Information system supplier Sentera    up 24.51 pct    was the next most heavily traded share after SysOpen Digia  a software house  acquired 77.4 pct of the company this morning for just under 33 mln eur .,0
It very difficult to become a Google Analytics channel partner .,0
Juhani J+rvi  Corporate Executive Vice President of Kesko  says the Russian food retail sector is fragmented .,0
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,-1
Metso estimates the need for personnel reductions to amount to 25 people .,-1
Most of the layoffs will be in Finland .,-1
Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company operations at several domestic mills  where earlier this year it temporarily laid off some 1200 workers to save costs .,-1
Motorola  the world second largest maker of cell phones  unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .,0
Mursula said they tried to gather macro economic perspective to see how Malaysia was doing .,0
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,0
Paper companies were in negative territories  with Stora Enso R shedding 1.62 pct to 12.73 eur  UPM Kymmene down 0.80 pct at 18.64 eur and M real B 0.18 pct lower at 5.57 eur .,-1
Rautaruukki aims to find work from the group other locations for those who have been made redundant .,0
Temporary layoffs in these units have already started .,0
The beers differ slightly from mainstream beers .,0
The company operates a U.S. division in Lisle  Ill. .,0
The company says it is difficult to estimate the market situation for the whole year 2009 .,0
The contract also includes cutting and edging wagon parts at Ruukki steel service centres in Seinajoki and Raahe  from where they will be delivered to VR for welding and assembly .,0
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,-1
The deal covers Stockmann Auto Oy Ab sales and after sales services concerning Volkswagen and Audi in Helsinki  Espoo and Vantaa .,0
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,0
The dollar fell  though  against the pound and the yen .,-1
The dual fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,0
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,0
The employer  together with health personnel  supports quitting and pays part of the cost of nicotine treatments .,0
The equipment is designated to Bollore Africa Logistics terminal Societe dExploitation du Terminal de Vridi SETV in Abidjan  Ivory Coast and the delivery is scheduled to start in March 2010 .,0
The evidentiary hearing in the Investigation is scheduled for April 21   May 1  2008 .,0
The Finnish food concern Atria is about to acquire two Estonian meat processing companies  Woro Kommerts and Vastse Kuuste Lihatoostus  reported the Official website  .,0
The floor area of the Yliopistonrinne project will be 7900 sq m and the building gross area will total 12800 sq m. A total 25.1 % of the facilities have been let .,0
The floor area of the Yliopistonrinne project will be 7900 sq m 85030 sq ft and the building gross area will total 12800 sq m. A total 25.1 % of the facilities have been let .,0
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,0
The NTSB said investigators are set to conduct sight distance tests on July 18  using trains similar to those involved in the accident .,0
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,-1
The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi  southern Finland .,0
The product range includes marinated olives  cold cuts  and pates  for example .,0
The statutory negotiations at headquarters are part of this decrease .,0
The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies  Fiskars said .,0
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,0
The total number of filling stations has been on the decrease recently .,-1
These restrictions do not apply to statutory dividends .,0
This action follows personnel negotiations concerning Elcoteq SE  Finnish Branch  Elcoteq Finland Oy and Elcoteq Design Center Oy .,0
Unbelievably  the company that makes them   Fiskars Corporation   was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .,0
We have also cut our price projections for paper and packaging   an analyst with Goldman Sachs said on a note on Monday .,-1
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ,0
Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki  Finland  only depart at night .,0
Yakima created the position for him after emerging from economic downturns of its own .,0
zip   experts warned Tuesday .,0
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,-1
This one was at one time targeted for June 5  but if we had to guess  it been pushed back    maybe we re crazy  but we feel like it has nt leaked enough to meet that date at this point .,0
Border Guard Service has banned the mooring of the company car shipping ferry on its test travel at the railroad car terminal of the Russian port as the border checkpoint is not yet ready .,-1
 Those uncertainties cloud the long term outlook . ,-1
20 October 2010   Finnish environmental management company Lassila & Tikanoja Oyj HEL  LAT1V  or L&T  said Monday it expects its operating profit  excluding non recurring items  for the whole 2010 to be slightly lower than in 2009 .,-1
According to Finnish petrol station chain St1 managing director Kim Wiio  the company was forced to make purchases with rising prices in the first half of 2008  and now consumer prices are going down almost daily due to competition .,-1
According to the Latvian business register  Uponor Latvia closed in red with LVL 99000 EUR 139538.17 USD 194556.48 on turnover of LVL 2.346 mn for 2009 .,-1
Dolce & Gabbana has asked the European Union to declare Marimekko Corporation  Unikko  floral pattern trademark invalid  in a continuing dispute between the two companies .,-1
Finnair said that the cancellation of flights would cause daily losses of x20ac 2.5 million US$ 3 million .,-1
Food sales totalled EUR 323.5 mn in October 2009  representing a decrease of 5.5 % from October 2008 .,-1
ADP News   May 29  2009   Bank of America BofA downgraded today its ratings on Swedish Finnish paper maker Stora Enso Oyj HEL  STERV and on Finnish sector player UPM Kymmene Oyj HEL  UPM1V to  underperf,-1
Operating profit excluding non recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,-1
Raute reported a loss per share of EUR0 .86 for the first half of 2009  against EPS of EUR0 .74 in the corresponding period of 2008 .,-1
The air traffic of Finland has been in stoppage since then .,-1
The hack had been extra nefarious because the tweets activated without being clicked on   it was enough for Web surfers to move their mouse cursors over them .,-1
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,-1
The situation of coated magazine printing paper will continue to be weak .,-1
A high court in Finland has fined seven local asphalt companies more than lion  $ 117 million  for operating a cartel .,-1
The Estonian electronic components factory  Elcoteq  is running out of material because of the closure of air traffic .,-1
All the ferries had run into trouble just outside the Stockholm archipelago  made up of more than 20000 islands .,-1
And U.S. energy executives say high steel prices are threatening energy exploration .,-1
As capacity was cut with 1.4 %  the passenger load factor was down 7.8 percentage points .,-1
At present  the trade mark Pit Produkt is little known outside the North West of Russia .,-1
Copper  lead and nickel also dropped . HBOS  HBOS  plummeted 20 % to 70.3 pence after saying this year+ ,-1
Divisional sales demand in the half remained  inconsistent   it added .,-1
During the strike  Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .,-1
Earnings per share  EPS  dropped to EUR 0.21 from EUR 0.31 .,-1
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,-1
Finnair passenger load factor  which measures the number of sold seats as a share of all available seats  dropped by 1.3 percentage points to 76.7 % in September .,-1
Frost sold shares for $ 19 million at $ 6.06 7 .12 per share  compared with Friday high of $ 11.33 and low of $ 10.14 .,-1
Full year operating result for 2008 was 3.6 million negative .,-1
Glaston net profit for the third quarter of 2007 dropped to 2.4 mln euro  $ 3.5 mln  from 3.5 mln euro  $ 5.1 mln  for the corresponding period of 2006 .,-1
In Q1 of 2009  the company result before taxes from continuing operations  excluding non recurring items  totalled EUR  0.4 mn  compared to EUR  0.1 mn in the corresponding period in 2008 .,-1
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,-1
L&T net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,-1
Lassila & Tikanoja operating profit excluding non recurring and imputed items for the second quarter was EUR11 .3 m  down from EUR13 .8 m a year ago .,-1
Last year third quarter result had been burdened by costs stemming from restructuring in the US .,-1
Many of the commercial vessels had got stuck in the narrow Bay of Bothnia  where the ice is thicker  and around the Aaland islands .,-1
Net cash flow from operating activities was a negative EUR 3.1 mn  compared to EUR 23.3 mn in the corresponding period in 2009 .,-1
Net cash from operating activities was a negative EUR 0.3 mn  compared to EUR 30.9 mn in 2009 .,-1
Net sales dropped by 6 % year on year to EUR 11.9 million .,-1
Net sales have been eaten by the weak US dollar .,-1
Nordic banks have already had to write off sizable loans in Latvia  with Swedbank  Nordea  DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .,-1
Nordic Walking was first used as a summer training method by cross country skiers .,0
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,-1
On top of that  the US Commerce Department published worse than expected construction spending figures for November .,-1
Operating loss landed at EUR39m including one offs and at EUR27m excluding one offs .,0
Operating profit  excluding non recurring items  totaled EUR 0.2 mn  down from EUR 0.8 mn in the corresponding period in 2006 .,-1
Operating profit  excluding non recurring items  totalled EUR 1.0 mn  down from EUR 1.6 mn .,-1
Operating profit  excluding non recurring items  totalled EUR 2.2 mn  down from EUR 2.7 mn in the corresponding period in 2008 .,-1
Operating profit excluding non recurring items amounted to EUR 40.6 mn  down from EUR 57.3 mn year on year .,-1
Operating profit excluding non recurring items was EUR 7.8 million compared to EUR 11.2 million .,-1
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as  cry babies  .,-1
Reported operating margin was a negative 5.9 % .,-1
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,-1
Swedbank shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,-1
The acquisition of +landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,-1
The currency effect had a 3.0 pct  or 20 mln euro  $ 31.3 mln   negative impact on the revenue .,-1
The Finnish company previously said its operating result will be lower than the break even posted a year earlier .,-1
The maritime administration said the ships had ignored warnings about the icy conditions .,-1
The offer  deemed too low by Finnlines  board  stands until 4 pm tomorrow .,-1
The period sales dropped to EUR 30.6 million from EUR 38.3 million  according to the interim report  released today .,-1
The recent troubles simply make NETeller cheaper .,-1
The union filed a grievance over the company overtime assignment policies .,-1
Therefore  the company 2005 result will remain weaker than that of 2004 .,-1
Vaisala net profit for the third quarter of 2007 dropped to 3.0 mln euro  $ 4.3 mln  from 6.8 mln euro  $ 9.8 mln  for the same period of 2006 .,-1
 The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros   UPM said .,-1
 The implementation of these programs has had  and will have  negative impacts on 2006 and 2007 earnings   Mr Meiklejohn said .,-1
 We can say that the number of deals has become normalized by the moment  and therefore we have decided to devalue our apartments now on sale   he added .,-1
 We cut our frequency to New York last year  which explains the fall   he said .,-1
 We see that the market continues to be tight in magazine papers  and our target is to close the deals by the end of the year . ,-1
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,-1
Agricultural newspaper Maaseudun Tulevaisuus had 318000 readers  representing a decrease of 6 % .,-1
At 1411 CET  ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris  coming at the lead of the blue chip fallers .,-1
Cash flow from operations in January December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,-1
EPS dropped to EUR0 .2 from EUR0 .3 .,-1
Kiosk and cinema operations have suffered  in particular .,-1
Kone shares dropped 4.1 percent to x20ac 43 US$ 55.77 in Helsinki .,-1
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,-1
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,-1
Stora Enso target has been cut to EUR 4.85 from EUR 5.55 and Holmen target    to SEK 135 from SEK 150 .,-1
The dismissed staff members will now take the matter to court unless it can be settled outside .,-1
The EU Commission said earlier it had fined ThyssenKrupp  United Technologies Corp Otis  Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .,-1
The one dark spot on the horizon  however  was the company performance in the Finnish bottled water market .,-1
The period sales dropped to EUR30 .6 m from EUR38 .3 m  according to the interim report  released today .,-1
YIT lodged counter claims against Neste Oil totaling some EUR25m  primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .,-1
 The stable outlook reflects Nokia strong market position in the global mobile handset market  strong cash flow generation  and very conservative balance sheet   said Raab .,1
These financing arrangements will enable the company to ensure  in line with its treasury policy  that it has sufficient financial instruments at its disposal for its potential capital requirements .,1
According to Karhinen  OP Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .,1
Based upon its unique fiber expertise and innovative approach  the company has a strong market position in several business areas in which it operates .,1
efficiency improvement measures 20 January 2010   Finnish stationery and gift retailer Tiimari HEL  TII1V said today that it will continue to improve its operational efficiency  by focusing on its profitable core operations .,1
Efore results for the last quarter showed an even faster improvement as the company managed to better source its components .,1
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,1
The broker highlights Cargotec as its preferred stock in the sector  as it is a pure play on global cargo and container handling  and it expects it to play an active role in further consolidating the industry .,1
The restructuring creates a more efficient organization with increased operational focus and stable profitability  and leads to more efficient production  said Bo Annvik  head of Specialty Stainless .,1
 We re delighted with the move  says Morna Cowie  co owner  above   it double the size of our current shop and has a lovely feel to it . ,1
Elcoteq has a proven track record in electronics manufacturing services  EMS  and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,1
Previously  the company also delivered about 70 % of the steel used in Oasis of the Seas  Allure of the Seas  sister ship completed last year .,0
The main strength of the cooperation project lies in merging the know how of two large companies .,1
The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006  above or in line with consensus .,1
The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4  handling 1.5 and braking on wet road with 1.9 .,1
The respondents praised Finnair reliability  Finnishness  and understanding of its target group .,1
This ideally placed them in a position to tap into the potential of clean technology .,0
The long standing partnership and commitment enable both parties to develop their respective operations  and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .,1
Thanks to his wide contact network and good knowledge of market and business environment  he will give a great contribution to the further development of our Indian operations   tells Incap President & CEO Juhani Hanninen .,1
A comprehensive range of cut to length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,0
Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive  in the same way that modern games and movies are more immersive through the use of realistic 3 D graphics .,0
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,0
INTERNET BUSINESS NEWS     1995 2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service  Barclays Bank has announced that it is to recommend F Secure Internet Security to its customers .,0
Tieto was looking for an energy solution which would best support the idea of sustainable development  and we were happy to be able to provide such a solution  saysJouni Haikarainen  Vice President  Fortum .,1
According to Rautaruukki  the company wants to promote the use of emission free energy sources .,0
Atria chose the DeLight to attract consumers in the 25 45 age group to its Atria Fresh range of microwaveable meals .,0
I use natural fibers to make the clothes more comfortable  to allow your skin to breathe and to be eco friendly .,1
In addition  a good biological durability is achieved . ,0
The newly completed Allure of the Seas and its identical sister ship  Oasis of the Seas  which was completed last year are the world largest cruise ships .,0
The recruits who have completed the K retailer trainee program are qualified to start a career as independent retailers in K stores .,0
wins 98 % acceptance 23 December 2009   Finnish industrial machinery company Metso Oyj  HEL  MEO1V  said today it will complete its takeover offer for textile company Tamfelt Oyj Abp  HEL  TAFKS   after acquiring 98 % of its shares and votes .,0
 We love Activision fresh  colorful approach to Rapala  We Fish   said Kelly Brockpahler  Rapala .,1
A light  bright and pretty addition to your life  it will also keep a few pennies in your bank account .,0
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,0
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,1
In addition  we will launch a versatile online service to complete the traditional printed newspaper  Mr. Valkama says .,0
Stora Enso said DeLight was suitable for a wide range of applications including food  cosmetics  home decoration and leisure products .,0
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,1
Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover  Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid market companies .,1
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non responsive by the evaluation team .,0
 After a long  unprofitable period the Food Division posted a profitable result  which speaks of a healthier cost structure and a new approach in business operations   Rihko said .,1
 While concerns remain longer term  size and scale may enable Nokia to hold on to its newfound margin improvements in the near term   the analyst wrote .,1
Continuing operations turned an operating loss of EUR 0.1 mn  a slight improvement from a loss of EUR 0.2 mn a year earlier .,1
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,1
W+rtsil+ solution has been selected for its low fuel consumption  environmentally sound technology  and global service support .,1
Dirk Jones  head of Financial Institutions Client Sales Management  GTS  Citigroup  Inc  said   Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .,1
The company said it estimates to make a slight profit thanks to cost cutting measures .,1
The previously concluded adaptation measures  concerning other staff  were adequate for the time being  and the planning operations continue as before at the plant  the company said .,1
The previously concluded adaptation measures concerning the other personnel are adequate for the time being  Raute said .,1
 After fixing our home base  cutting costs and closing the non profitable units  we are now looking at going forward   she said .,1
29 September  2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .,1
Rory Fitzgerald  general manager  operations  Bristol Port  said   With the use of low maintenance technology we can save up to 30 per cent on servicing  plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ,1
 Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface  was invented by Marko Ahvenainen Ruutana  Finland .,0
The 10000 odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect  St Petersburg high street  next to the Vosstaniya Square underground station  in the immediate vicinity of Moscow Station .,0
The court found TelecomInvest arguments convincing .,1
The other actions include the cutting of the expensive weekend shifts  the freezing of the production bonus system and by a general cost cutting program .,0
Typically  the transmission power level can be decreased when the interference noise is above a predefined value .,0
Bioheapleaching makes extraction of metals from low grade ore economically viable .,0
Dubai Nokia has announced the launch of  Comes with Music   its ground breaking service which introduces a new way for people to enjoy music .,1
Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10  2008 at 11.45 am Kaupthing Bank Oyj   Kapthing   has informed Rapala VMC Corporation   Rapala   that it has interrupted the liquidity providing for Rapala share for the time being .,-1
Steve Jackson  eBusiness Analyst at Satama and former CEO of Aboavista said   Google broke the mold when they gave away Google Analytics for free .,0
Sukhraj Dulai  of the 2900 block of Boni Sue Court  a cul de sac on the city north side  started the vehicle and went inside his house about 8 a.m. Tuesday  leaving the garage door open .,0
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,0
Typical end uses include roof structures  floorings  walls and ceilings  non visible structures in vehicles  packaging and boxes  construction site structures  fencing and shelters  and formwork with a limited number of concrete pourings .,0
We offer challenging and interesting employment for over 20000 people in 20 countries throughout Europe .,0
We offer our clients integrated management consulting  total solutions for complex projects and efficient  best in class design and supervision .,0
 Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,0
1 Block lamp Harri Koskinen light was introduced in 1996 and has been a bestseller ever since .,1
Amer  which bought Salomon from adidas in October  said the job cuts are aimed at boosting competitiveness .,0
However  this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .,-1
In a note to clients published  the Dutch broker described the company third quarter results as  soft   although it also noted that Elcoteq retained its guidance  dealers said .,0
M2 Communications disclaims all liability for information provided within information on on the world wide web .,0
Rosen was cautious about being too optimistic inregard to the second half of the year .,0
The EB Tough VoIP Field Phone is equipped with an integrated speaker  Ethernet and SHDSL connectivity  and enables several innovative applications .,0
The first ship has been delayed and is estimated to be completed in spring 2010 .,-1
Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October  the sale of trailer ferry  Sky Wind  and the route between Stockholm and Riga  which has won passengers from the Helsinki Stockholm route .,-1
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,-1
 Adjustment to the fall in price level  in contrast  has been less effective .,-1
17 March 2011   Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway Telenor ASA OSL  TEL and Sweden TeliaSonera AB STO  TLSN in the short term .,-1
To ensure low operational cost for radio networks  the BTS modules can be configured  software upgraded and diagnosed remotely .,1
