source,author,title,description,url,urlToImage,publishedAt,content,cleaned text,no_sw_text
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 26% From Its Pre-Inflation Shock High, What Is Next For Starbucks Stock?",[Note: Starbucks’ fiscal year 2023 ended October 1].,https://www.forbes.com/sites/greatspeculations/2024/01/22/down-26-from-its-pre-inflation-shock-high-what-is-next-for-starbucks-stock/,https://imageio.forbes.com/specials-images/imageserve/65adeae8d5e6436b71755865/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-22 14:00:00+00:00,"MADRID, SPAIN - 2023/12/19: Pedestrians walk past the American multinational chain Starbucks Coffee ... [+] store in Madrid. (Photo by Xavi Lopez/SOPA Images/LightRocket via Getty Images)
SOPA Image… [+6674 chars]",MADRID SPAIN Pedestrians walk past the American multinational chain Starbucks Coffee store in Madrid Photo by Xavi Lopez SOPA Images LightRocket via Getty Images SOPA Image chars ,MADRID SPAIN Pedestrians walk past American multinational chain Starbucks Coffee store Madrid Photo Xavi Lopez SOPA Images LightRocket via Getty Images SOPA Image chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 60% From Its Pre-Inflation Shock High, What Is Next For Kohl’s Stock?",[Note: Kohl’s fiscal year 2023 will end near the last week of January].,https://www.forbes.com/sites/greatspeculations/2024/01/25/down-60-from-its-pre-inflation-shock-high-what-is-next-for-kohls-stock/,https://imageio.forbes.com/specials-images/imageserve/651cd4cba4845fae55469d80/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-25 14:00:00+00:00,"BAGE SUGAITE, HARRISBURG, PENNSYLVANIA, UNITED STATES - 2023/04/18: An exterior view of the Kohl's ... [+] store at the Paxton Town Centre near Harrisburg. (Photo by Paul Weaver/SOPA Images/LightRock… [+6486 chars]",BAGE SUGAITE HARRISBURG PENNSYLVANIA UNITED STATES An exterior view of the Kohl s store at the Paxton Town Centre near Harrisburg Photo by Paul Weaver SOPA Images LightRock chars ,BAGE SUGAITE HARRISBURG PENNSYLVANIA UNITED STATES exterior view Kohl store Paxton Town Centre near Harrisburg Photo Paul Weaver SOPA Images LightRock chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Trailing S&P500 By 26% Since The Start Of 2023, What To Expect From Bank Of America Stock?","Bank of America’s stock (NYSE: BAC) is down 1% since the start of 2023, as compared to the 25% rise in the S&P500 index over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/17/trailing-sp500-by-26-since-the-start-of-2023-what-to-expect-from-bank-of-america-stock/,https://imageio.forbes.com/specials-images/imageserve/65a74394ed9de6ff6a096b61/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-17 12:00:00+00:00,"Facade with logo at Bank of America building in downtown Concord, California, September 8, 2017. ... [+] (Photo by Smith Collection/Gado/Getty Images)
Getty Images
Bank of Americas stock (NYSE: BAC… [+3650 chars]",Facade with logo at Bank of America building in downtown Concord California September Photo by Smith Collection Gado Getty Images Getty Images Bank of Americas stock NYSE BAC chars ,Facade logo Bank America building downtown Concord California September Photo Smith Collection Gado Getty Images Getty Images Bank Americas stock NYSE BAC chars
"{'id': None, 'name': 'Forbes'}","Bill Stone, Contributor, 
 Bill Stone, Contributor
 https://www.forbes.com/sites/bill_stone/",March Rate Cut Odds Plummet As Magnificent 7 Surge,"With most banks done, earnings growth should improve. A crossroads could be near for stocks, either more companies joining the rally or the Magnificent 7 needing a rest.",https://www.forbes.com/sites/bill_stone/2024/01/21/march-rate-cut-odds-plummet-as-magnificent-7-surge/,https://imageio.forbes.com/specials-images/imageserve/65ad45a1ae514cbbefbb53ce/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-21 16:39:56+00:00,"The Magnificent 7 led the charge higher again with a gain of 2.5%, while the equal-weighted S&amp;P 500 ... [+] declined by 0.2%. The fourth-quarter earnings season picks up steam this week, with 74 … [+4947 chars]",The Magnificent led the charge higher again with a gain of while the equal weighted S amp P declined by The fourth quarter earnings season picks up steam this week with chars ,Magnificent led charge higher gain equal weighted amp P declined fourth quarter earnings season picks steam week chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Homebuilders Theme Returned 77% Last Year. What Does 2024 Hold?,"Our theme of Housing Stocks, which includes the stocks of home improvement players, building supply companies, and home builders such as Pulte Group and Lennar fared v...",https://www.forbes.com/sites/greatspeculations/2024/01/11/homebuilders-theme-returned-77-last-year-what-does-2024-hold/,https://imageio.forbes.com/specials-images/imageserve/659f76c2b333fafc5f005378/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-11 13:00:00+00:00,"BRAZIL - 2022/05/09: In this photo illustration, the PulteGroup, Inc. logo seen displayed on a ... [+] smartphone. (Photo Illustration by Rafael Henrique/SOPA Images/LightRocket via Getty Images)
SO… [+3510 chars]",BRAZIL In this photo illustration the PulteGroup Inc logo seen displayed on a smartphone Photo Illustration by Rafael Henrique SOPA Images LightRocket via Getty Images SO chars ,BRAZIL photo illustration PulteGroup Inc logo seen displayed smartphone Photo Illustration Rafael Henrique SOPA Images LightRocket via Getty Images chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",After Over 20% Gains In 2023 Will Delta Air Stock Outperform Alaska Air?,"Given its better prospects, we believe Alaska Air stock (NYSE: ALK) is a better pick than its peer, Delta Air stock (NYSE: DAL).",https://www.forbes.com/sites/greatspeculations/2024/01/04/after-over-20-gains-in-2023-will-delta-air-stock-outperform-alaska-air/,https://imageio.forbes.com/specials-images/imageserve/65964ad9da5e8f2497f440cc/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-04 11:00:38+00:00,"An Airbus A330-941 is being delivered to Delta Air Lines, flying from Toulouse Blagnac Airport to ... [+] Atlanta, in Toulouse, France, on December 8, 2023. (Photo by JoanValls/Urbanandsport/NurPhoto… [+8020 chars]",An Airbus A is being delivered to Delta Air Lines flying from Toulouse Blagnac Airport to Atlanta in Toulouse France on December Photo by JoanValls Urbanandsport NurPhoto chars ,Airbus delivered Delta Air Lines flying Toulouse Blagnac Airport Atlanta Toulouse France December Photo JoanValls Urbanandsport NurPhoto chars
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Futures Extend Losses On Strong Jobs Report; AI Leader Palantir Dives On Downgrade,Artificial intelligence leader Palantir dives on an analyst downgrade.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-jobs-report-ai-leader-palantir-dives-on-downgrade/,https://www.investors.com/wp-content/uploads/2017/03/stock-wallstreet-031317-shutter.jpg,2024-01-05 13:43:22+00:00,Stocks jeopardized their weekly winning streak Friday as Dow Jones futures and other major indexes fell Friday morning after the Labor Department's stronger-than-expected December jobs report. Meanwh… [+7307 chars],Stocks jeopardized their weekly winning streak Friday as Dow Jones futures and other major indexes fell Friday morning after the Labor Department s stronger than expected December jobs report Meanwh chars ,Stocks jeopardized weekly winning streak Friday Dow Jones futures major indexes fell Friday morning Labor Department stronger expected December jobs report Meanwh chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Gaining 20% In 2023 Will Delta Continue To Outperform Southwest Stock?,"In this note, we discuss why we believe that DAL will offer better returns than LUV in the next three years.",https://www.forbes.com/sites/greatspeculations/2024/01/10/gaining-20-in-2023-will-delta-continue-to-outperform-southwest-stock/,https://imageio.forbes.com/specials-images/imageserve/659e17728a205ca735e12684/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-10 13:00:00+00:00,"LOS ANGELES, CA - DECEMBER 29: Southwest Airlines Boeing 737-8H4 prepares for takeoff at Los Angeles ... [+] International Airport on December 29, 2023 in Los Angeles, California. (Photo by AaronP/Ba… [+7765 chars]",LOS ANGELES CA DECEMBER Southwest Airlines Boeing H prepares for takeoff at Los Angeles International Airport on December in Los Angeles California Photo by AaronP Ba chars ,LOS ANGELES CA DECEMBER Southwest Airlines Boeing H prepares takeoff Los Angeles International Airport December Los Angeles California Photo AaronP Ba chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Up Over 2x In 2023 Is AMD A Better Pick Over Union Pacific Stock?,"Although these companies are from different sectors, we compare them because they have a similar revenue base of around $22-24 billion.",https://www.forbes.com/sites/greatspeculations/2024/01/23/up-over-2x-in-2023-is-amd-a-better-pick-over-union-pacific-stock/,https://imageio.forbes.com/specials-images/imageserve/64704bc3d4c507cf32569955/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-23 14:00:00+00:00,"ROUND ROCK, TEXAS - APRIL 21: A Union Pacific freight train is seen traveling on April 21, 2023 in ... [+] Round Rock, Texas. (Photo by Brandon Bell/Getty Images)
Getty Images
Given its better pros… [+7577 chars]",ROUND ROCK TEXAS APRIL A Union Pacific freight train is seen traveling on April in Round Rock Texas Photo by Brandon Bell Getty Images Getty Images Given its better pros chars ,ROUND ROCK TEXAS APRIL Union Pacific freight train seen traveling April Round Rock Texas Photo Brandon Bell Getty Images Getty Images Given better pros chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 130% In The Last 12 Months, Will AI Power AMD’s Rally Post Q4 Results?","We project that earnings will come in at about $0.78 per share, slightly ahead of the consensus estimates.",https://www.forbes.com/sites/greatspeculations/2024/01/22/up-130-in-the-last-12-months-will-ai-power-amds-rally-post-q4-results/,https://imageio.forbes.com/specials-images/imageserve/65adea68fbde630bc4bed98d/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-22 12:00:00+00:00,"DANA POINT, CALIFORNIA - SEPTEMBER 26: Dr. Lisa Su, Chair and CMO, AMD speaks onstage during Vox ... [+] Media's 2023 Code Conference at The Ritz-Carlton, Laguna Niguel on September 26, 2023 in Dana … [+4501 chars]",DANA POINT CALIFORNIA SEPTEMBER Dr Lisa Su Chair and CMO AMD speaks onstage during Vox Media s Code Conference at The Ritz Carlton Laguna Niguel on September in Dana chars ,DANA POINT CALIFORNIA SEPTEMBER Dr Lisa Su Chair CMO AMD speaks onstage Vox Media Code Conference Ritz Carlton Laguna Niguel September Dana chars
"{'id': None, 'name': 'CleanTechnica'}",Carolyn Fortuna,"Tesla’s Recent Q4 & FY 2023 Update Makes Stock Tumble, Yet Cathie Wood Buys Big","If you’re a small investor in Tesla like I am, seeing your precious stock tumble this week has been quite ... [continued]
The post Tesla’s Recent Q4 & FY 2023 Update Makes Stock Tumble, Yet Cathie Wood Buys Big appeared first on CleanTechnica.",https://cleantechnica.com/2024/01/29/teslas-recent-q4-fy-2023-update-makes-stock-tumble-yet-cathie-wood-buys-big/,https://cleantechnica.com/wp-content/uploads/2024/01/Sales_98.jpg,2024-01-29 12:18:58+00:00,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
If you’re a small investor in Tesla like I am, seeing your precious stock tumble this week has been quite dis… [+8890 chars]",Sign up for daily news updates from CleanTechnica on email Or follow us on Google News If you re a small investor in Tesla like I am seeing your precious stock tumble this week has been quite dis chars ,Sign daily news updates CleanTechnica email follow us Google News small investor Tesla like seeing precious stock tumble week quite dis chars
"{'id': None, 'name': 'Yahoo Entertainment'}",Karen Friar,Stock market today: US futures climb as techs power higher again,The S&P 500 is eyeing its next record high as investors find reasons to be upbeat about the economy and tech stocks.,https://finance.yahoo.com/news/stock-market-today-us-futures-climb-as-techs-power-higher-again-121523156.html,https://s.yimg.com/ny/api/res/1.2/leDbkkEIVpFW56gGxRAFCw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-images/2020-03/e090f820-5c69-11ea-bdaf-4ade97cde461,2024-01-22 12:15:23+00:00,"US stock futures rose on Monday to put the S&amp;P 500 on track for another record high, as investors became more upbeat about the health of the economy and looked to coming earnings for signs of an … [+1638 chars]",US stock futures rose on Monday to put the S amp P on track for another record high as investors became more upbeat about the health of the economy and looked to coming earnings for signs of an chars ,US stock futures rose Monday put amp P track another record high investors became upbeat health economy looked coming earnings signs chars
